H_A_per_m,B_T
-4.669544894484223363e+01,-1.216053750132114031e+00
-3.500972997906946915e+01,-1.197484609830172575e+00
-2.332081641152136697e+01,-1.176543928978775133e+00
-1.164537832865298839e+01,-1.152782229312536710e+00
-6.981083180634030137e-13,-1.125629367769088285e+00
1.159884341236246819e+01,-1.094351307017055852e+00
2.313480889580754507e+01,-1.057986876377058572e+00
3.459170834874129952e+01,-1.015252816440636252e+00
4.595353103048284282e+01,-9.643968595683301004e-01
5.720446566868522353e+01,-9.029623433772098196e-01
6.832892219415728619e+01,-8.273952808837121697e-01
7.931155307361213147e+01,-7.323554317867378982e-01
9.013727421154298725e+01,-6.094338913208269259e-01
1.007912853931581907e+02,-4.445807470343130507e-01
1.112590902410859144e+02,-2.124241999724974517e-01
1.215265156593444118e+02,1.333393833150870733e-01
1.315797307389259743e+02,4.337384986448926116e-01
1.414052651001899221e+02,6.322924247503687312e-01
1.509900266481976985e+02,7.730252827871828547e-01
1.603213187180126056e+02,8.777724310352934545e-01
1.693868565879837149e+02,9.585945578454313498e-01
1.781747833399990384e+02,1.022695972122759311e+00
1.866736850467213173e+02,1.074644689092344452e+00
1.948726052668454827e+02,1.117476589717726565e+00
2.027610588304955854e+02,1.153287469113909225e+00
2.103290448979484495e+02,1.183570188357114361e+00
2.175670592759745148e+02,1.209416382911975507e+00
2.244661059772196836e+02,1.231642217409262274e+00
2.310177080091727362e+02,1.250869576726145516e+00
2.372139173804271195e+02,1.267580082857233670e+00
2.430473243131005177e+02,1.282151980470617181e+00
2.485110656514610810e+02,1.294885903837355912e+00
2.535988324579855089e+02,1.306023239998953533e+00
2.583048767892746582e+02,1.315759447870180621e+00
2.626240176454452353e+02,1.324253869470370271e+00
2.665516460878240537e+02,1.331637055507150169e+00
2.700837295209726676e+02,1.338016298953906613e+00
2.732168151362834578e+02,1.343479855564793768e+00
2.759480325155876130e+02,1.348100187149210205e+00
2.782750953944205321e+02,1.351936466223003563e+00
2.801963025857934895e+02,1.355036513451130187e+00
2.817105380665054781e+02,1.357438292015834991e+00
2.828172702292223448e+02,1.359171049172732681e+00
2.835165503047199991e+02,1.360256170503164386e+00
2.838090099598574625e+02,1.360707793848642266e+00
2.836958580779965473e+02,1.360670876015555919e+00
2.831788767297224467e+02,1.360501962662541420e+00
2.822604163428437118e+02,1.360200903784830828e+00
2.809433900817531935e+02,1.359767020159460493e+00
2.792312674473200218e+02,1.359199100151033068e+00
2.771280671095472030e+02,1.358495391562298593e+00
2.746383489862747638e+02,1.357653588426305236e+00
2.717672055822302468e+02,1.356670812550563321e+00
2.685202526037226676e+02,1.355543589532849591e+00
2.649036188652516444e+02,1.354267818870381612e+00
2.609239355052412179e+02,1.352838737676427261e+00
2.565883245290325476e+02,1.351250877397669914e+00
2.519043866981431847e+02,1.349498012788298729e+00
2.468801887856727149e+02,1.347573102238311948e+00
2.415242502185413684e+02,1.345468218368745861e+00
2.358455291280505435e+02,1.343174467588963861e+00
